model,stratum,triplet_uuid,outlet_idx,sentence_idx
daroberta,magnitude_TP,c6a0e65c-4f8b-41de-8200-cd700f683c64,3,6
daroberta,magnitude_TP,96b7046f-f584-422f-a626-6f86a26dfd8b,3,0
daroberta,magnitude_TP,76810849-0335-4ad3-9eaf-f0d9c5baceb6,3,0
daroberta,magnitude_TP,13792511-5142-449f-8d3e-d77d790f65ec,2,15
daroberta,magnitude_TP,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,6
daroberta,magnitude_TP,97b1305c-13ca-4b74-a56a-f459bd79dfaf,2,20
daroberta,magnitude_TP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,7
daroberta,magnitude_TP,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,1,9
daroberta,magnitude_TP,f688c56d-7fae-42ef-b7f7-7db207b58d27,1,18
daroberta,magnitude_TP,eb17fa36-89f2-4d0b-8133-7bb4682228e1,1,12
daroberta,magnitude_TP,b5eefefb-2a33-45de-abe1-f855c94165f4,3,14
daroberta,magnitude_TP,472158a1-4e39-4214-8397-904e66f2b4c5,1,0
daroberta,magnitude_TP,01c59743-7082-44fc-8414-3c04126f470f,1,23
daroberta,magnitude_TP,d4a4bc34-e48b-4485-86b2-f1daf4d464dd,2,4
daroberta,magnitude_TP,e71d149d-0426-43f0-87e8-8c611dad7205,2,17
daroberta,magnitude_TP,450755dd-30d3-478b-933e-917be5c384ba,3,11
daroberta,magnitude_TP,b7021938-ff8d-42ea-adec-5704c0b65237,1,1
daroberta,magnitude_TP,472158a1-4e39-4214-8397-904e66f2b4c5,1,7
daroberta,magnitude_TP,0c78e748-efbf-417c-a8c1-beeb6480147f,2,3
daroberta,magnitude_TP,aab91277-8d56-4844-a581-45630f873f49,2,26
daroberta,magnitude_TP,70c75d68-bf65-46a6-a822-15c23d77a275,1,12
daroberta,magnitude_TP,0c78e748-efbf-417c-a8c1-beeb6480147f,3,3
daroberta,magnitude_TP,1bb79cc1-5d69-4136-a23d-6dbd300cbf25,2,27
daroberta,magnitude_TP,472158a1-4e39-4214-8397-904e66f2b4c5,3,5
daroberta,magnitude_TP,38f7cbb7-5d6a-4c89-bcbd-8e164144172a,1,10
daroberta,magnitude_TP,01c59743-7082-44fc-8414-3c04126f470f,2,15
daroberta,magnitude_TP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,27
daroberta,magnitude_TP,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,1,27
daroberta,magnitude_TP,2153fb3e-6b09-410c-bfea-d095c49a54ba,3,0
daroberta,magnitude_TP,b5eefefb-2a33-45de-abe1-f855c94165f4,2,27
daroberta,magnitude_TP,550b80db-bdd5-442b-8f70-c8e9f3203a13,2,2
daroberta,magnitude_TP,472158a1-4e39-4214-8397-904e66f2b4c5,3,6
daroberta,magnitude_TP,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,3,2
daroberta,magnitude_TP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,29
daroberta,magnitude_TP,72fa9b13-4e59-4716-8df9-4c3580e7dddf,3,11
daroberta,magnitude_TP,86e6e27d-1440-4879-8b13-0dd2d89f7281,2,2
daroberta,magnitude_TP,2153fb3e-6b09-410c-bfea-d095c49a54ba,2,10
daroberta,magnitude_TP,b5eefefb-2a33-45de-abe1-f855c94165f4,3,7
daroberta,magnitude_TP,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,0
daroberta,magnitude_TP,6b541575-99b1-40d2-8730-9bb868ee38ed,3,24
daroberta,magnitude_TP,472158a1-4e39-4214-8397-904e66f2b4c5,2,6
daroberta,magnitude_TP,e71d149d-0426-43f0-87e8-8c611dad7205,2,9
daroberta,magnitude_TP,9879bbc0-eab3-482f-bf6b-a4b519393986,1,43
daroberta,magnitude_TP,d16050b3-979f-4834-90db-b8823691b87e,2,2
daroberta,magnitude_TP,65cb14cb-2d27-41e5-a2be-6fd6314f4363,3,7
daroberta,magnitude_TP,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,1,28
daroberta,magnitude_TP,d16050b3-979f-4834-90db-b8823691b87e,3,2
daroberta,magnitude_TP,550b80db-bdd5-442b-8f70-c8e9f3203a13,3,7
daroberta,magnitude_TP,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,48
daroberta,magnitude_TP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,43
daroberta,magnitude_TP,2058ec60-5372-4f5f-83a3-da780be3a350,3,9
daroberta,magnitude_TP,005a2961-0c2e-4575-8eec-770ba52a08e0,1,0
daroberta,magnitude_TP,8385a996-1afc-4778-a06d-7070a8f19e27,3,3
daroberta,magnitude_TP,2ec04201-2016-4227-baf7-ba8289058203,3,0
daroberta,magnitude_TP,0d10341a-9dba-4374-a524-814c300d1611,3,18
daroberta,magnitude_TP,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,46
daroberta,magnitude_TP,b5eefefb-2a33-45de-abe1-f855c94165f4,3,9
daroberta,magnitude_TP,ad409798-ee94-4436-92c5-92669193be14,2,7
daroberta,magnitude_TP,70c75d68-bf65-46a6-a822-15c23d77a275,1,24
daroberta,magnitude_TP,ad409798-ee94-4436-92c5-92669193be14,3,1
daroberta,magnitude_TP,df5fe55a-dfcb-4817-8631-830f47c21a72,3,1
daroberta,magnitude_TP,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,2,14
daroberta,magnitude_TP,c99adbdd-eaf3-4844-9548-2642e80de4e2,3,17
daroberta,magnitude_TP,6b541575-99b1-40d2-8730-9bb868ee38ed,3,22
daroberta,magnitude_TP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,9
daroberta,magnitude_TP,f688c56d-7fae-42ef-b7f7-7db207b58d27,1,5
daroberta,magnitude_TP,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,37
daroberta,magnitude_TP,b7021938-ff8d-42ea-adec-5704c0b65237,1,16
daroberta,magnitude_TP,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,23
daroberta,magnitude_TP,85475456-f38e-4c30-895d-ca2c819c6af1,3,33
daroberta,magnitude_TP,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,16
daroberta,magnitude_TP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,42
daroberta,magnitude_TP,b7021938-ff8d-42ea-adec-5704c0b65237,2,23
daroberta,magnitude_TP,3db93526-a344-4ea4-8772-3734d0cfdfb1,2,9
daroberta,magnitude_TP,33521e65-12da-4521-b132-7b606243b0e4,3,4
daroberta,magnitude_TP,0c78e748-efbf-417c-a8c1-beeb6480147f,1,9
daroberta,magnitude_TP,2ec04201-2016-4227-baf7-ba8289058203,2,4
daroberta,magnitude_TP,3db93526-a344-4ea4-8772-3734d0cfdfb1,1,2
daroberta,magnitude_TP,65cb14cb-2d27-41e5-a2be-6fd6314f4363,2,28
daroberta,magnitude_TP,65cb14cb-2d27-41e5-a2be-6fd6314f4363,3,6
daroberta,magnitude_TP,d16050b3-979f-4834-90db-b8823691b87e,1,0
daroberta,magnitude_TP,b4dbeda7-a1f3-4711-ae77-db23809d1ed2,1,7
daroberta,magnitude_TP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,19
daroberta,magnitude_TP,b5eefefb-2a33-45de-abe1-f855c94165f4,2,4
daroberta,magnitude_TP,2f3e86b6-8443-47bd-9cd3-491c90a59fe9,1,15
daroberta,magnitude_TP,84678e18-0b79-4570-9c9f-cb1cf88d968e,1,1
daroberta,magnitude_TP,97566c74-e000-49fb-b091-e6ec6e179de0,1,2
daroberta,magnitude_TP,472158a1-4e39-4214-8397-904e66f2b4c5,1,5
daroberta,magnitude_FP,70c75d68-bf65-46a6-a822-15c23d77a275,2,20
daroberta,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,1,1
daroberta,magnitude_FP,0c78e748-efbf-417c-a8c1-beeb6480147f,3,10
daroberta,magnitude_FP,08bb9bee-c167-4c17-9c6d-4a1259231eb7,1,11
daroberta,magnitude_FP,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,1
daroberta,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,2,31
daroberta,magnitude_FP,542cd22c-ea80-4669-995b-6ac6a33823f7,3,14
daroberta,magnitude_FP,9879bbc0-eab3-482f-bf6b-a4b519393986,1,40
daroberta,magnitude_FP,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,30
daroberta,magnitude_FP,c21cb217-3e2c-49bd-884d-5c74a165ef10,1,21
daroberta,magnitude_FP,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,66
daroberta,magnitude_FP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,7
daroberta,magnitude_FP,b7021938-ff8d-42ea-adec-5704c0b65237,2,13
daroberta,magnitude_FP,ad409798-ee94-4436-92c5-92669193be14,3,6
daroberta,magnitude_FP,9879bbc0-eab3-482f-bf6b-a4b519393986,1,0
daroberta,magnitude_FP,576116e5-2b18-4d35-be73-36f5863c9468,3,24
daroberta,magnitude_FP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,1,12
daroberta,magnitude_FP,0d10341a-9dba-4374-a524-814c300d1611,3,27
daroberta,magnitude_FP,84678e18-0b79-4570-9c9f-cb1cf88d968e,2,30
daroberta,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,1,24
daroberta,magnitude_FP,a4f1d515-d7d9-4319-b2e0-4d56e9d45554,2,21
daroberta,magnitude_FP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,15
daroberta,magnitude_FP,79bf99c6-6fca-4ce4-8ae1-8771de026142,3,18
daroberta,magnitude_FP,a4edca3f-931f-4785-8c3f-f3d8fa84cbec,1,1
daroberta,magnitude_FP,c99adbdd-eaf3-4844-9548-2642e80de4e2,2,18
daroberta,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,4
daroberta,magnitude_FP,86e6e27d-1440-4879-8b13-0dd2d89f7281,2,14
daroberta,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,2,0
daroberta,magnitude_FP,df5fe55a-dfcb-4817-8631-830f47c21a72,2,14
daroberta,magnitude_FP,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,3,16
daroberta,magnitude_FP,7a97de89-1433-46f7-bcc2-f80b041cb9a0,2,8
daroberta,magnitude_FP,d16050b3-979f-4834-90db-b8823691b87e,3,1
daroberta,magnitude_FP,005a2961-0c2e-4575-8eec-770ba52a08e0,2,25
daroberta,magnitude_FP,450755dd-30d3-478b-933e-917be5c384ba,3,13
daroberta,magnitude_FP,d16050b3-979f-4834-90db-b8823691b87e,3,0
daroberta,magnitude_FP,2ec04201-2016-4227-baf7-ba8289058203,3,7
daroberta,magnitude_FP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,4
daroberta,magnitude_FP,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,1,7
daroberta,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,2,41
daroberta,magnitude_FP,01c59743-7082-44fc-8414-3c04126f470f,2,42
daroberta,magnitude_FP,45bd61bc-c356-4450-9e3a-cbfc862b09fd,2,2
daroberta,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,12
daroberta,magnitude_FP,0c78e748-efbf-417c-a8c1-beeb6480147f,2,12
daroberta,magnitude_FP,a28a0329-0887-42dc-bd3d-3bb4f8926757,2,5
daroberta,magnitude_FP,c6a0e65c-4f8b-41de-8200-cd700f683c64,2,20
daroberta,magnitude_FP,af4a3f41-eeb5-49fa-a276-e97c230b25f0,2,9
daroberta,magnitude_FP,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,30
daroberta,magnitude_FP,0d10341a-9dba-4374-a524-814c300d1611,3,26
daroberta,magnitude_FP,542cd22c-ea80-4669-995b-6ac6a33823f7,3,22
daroberta,magnitude_FP,13792511-5142-449f-8d3e-d77d790f65ec,2,9
daroberta,magnitude_FP,9879bbc0-eab3-482f-bf6b-a4b519393986,3,23
daroberta,magnitude_FP,d16050b3-979f-4834-90db-b8823691b87e,1,17
daroberta,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,21
daroberta,magnitude_FP,8385a996-1afc-4778-a06d-7070a8f19e27,3,5
daroberta,magnitude_FP,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,2
daroberta,magnitude_FP,0c78e748-efbf-417c-a8c1-beeb6480147f,3,4
daroberta,magnitude_FP,58ed2376-35a0-453a-a08e-5cd87e3bdea5,1,21
daroberta,magnitude_FP,576116e5-2b18-4d35-be73-36f5863c9468,3,3
daroberta,magnitude_FP,87609973-bd58-42a5-96e2-ee5aa47433f5,1,6
daroberta,magnitude_FP,08bb9bee-c167-4c17-9c6d-4a1259231eb7,2,29
daroberta,magnitude_FP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,26
daroberta,magnitude_FP,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,7
daroberta,magnitude_FP,45bd61bc-c356-4450-9e3a-cbfc862b09fd,2,11
daroberta,magnitude_FP,ad409798-ee94-4436-92c5-92669193be14,3,4
daroberta,magnitude_FP,d3a1ce0a-fc48-4827-a278-8f0ce8c7a519,3,14
daroberta,magnitude_FP,58f414e5-a122-49f5-819e-512d91069da5,2,48
daroberta,magnitude_FP,6b541575-99b1-40d2-8730-9bb868ee38ed,3,23
daroberta,magnitude_FP,58f414e5-a122-49f5-819e-512d91069da5,2,16
daroberta,magnitude_FP,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,1,10
daroberta,magnitude_FP,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,2,17
daroberta,magnitude_FP,76810849-0335-4ad3-9eaf-f0d9c5baceb6,2,6
daroberta,magnitude_FP,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,2,0
daroberta,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,2,44
daroberta,magnitude_FP,65cb14cb-2d27-41e5-a2be-6fd6314f4363,3,9
daroberta,magnitude_FP,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,1,22
daroberta,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,2,12
daroberta,magnitude_FP,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,28
daroberta,magnitude_FP,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,1,5
daroberta,magnitude_FP,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,3,35
daroberta,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,5
daroberta,magnitude_FP,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,34
daroberta,magnitude_FP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,2,12
daroberta,magnitude_FP,2b9468af-4ab0-4f25-85f4-c3ef93d72006,1,6
daroberta,magnitude_FP,2b9468af-4ab0-4f25-85f4-c3ef93d72006,3,0
daroberta,magnitude_FP,2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,5
daroberta,magnitude_FP,7a97de89-1433-46f7-bcc2-f80b041cb9a0,1,10
daroberta,magnitude_FP,c6a0e65c-4f8b-41de-8200-cd700f683c64,1,12
daroberta,magnitude_FP,1b96a5db-8974-46d3-82d7-5dfef02f650e,2,19
daroberta,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,1,1
daroberta,magnitude_FP,68748e7f-cf6e-4ac7-8504-454c0876880d,3,17
daroberta,magnitude_FP,86e6e27d-1440-4879-8b13-0dd2d89f7281,2,13
daroberta,magnitude_FP,2b9468af-4ab0-4f25-85f4-c3ef93d72006,2,4
daroberta,magnitude_FP,c99adbdd-eaf3-4844-9548-2642e80de4e2,3,18
daroberta,magnitude_FP,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,1,7
daroberta,magnitude_FP,6b541575-99b1-40d2-8730-9bb868ee38ed,3,28
daroberta,magnitude_FP,0ffb34cd-c367-4d90-aca7-7fcac3ed8f3d,3,19
daroberta,magnitude_FP,ae243a95-b2c2-410c-9e2b-b083b4b8eb48,2,10
daroberta,magnitude_FP,79bf99c6-6fca-4ce4-8ae1-8771de026142,2,16
daroberta,magnitude_FP,7a97de89-1433-46f7-bcc2-f80b041cb9a0,1,8
daroberta,magnitude_FP,450755dd-30d3-478b-933e-917be5c384ba,3,14
daroberta,magnitude_TN,d3a1ce0a-fc48-4827-a278-8f0ce8c7a519,2,8
daroberta,magnitude_TN,ae243a95-b2c2-410c-9e2b-b083b4b8eb48,1,23
daroberta,magnitude_TN,6e502405-bc90-4416-a787-3122918aa648,2,21
daroberta,magnitude_TN,29ffd053-7684-469b-a600-97000579bd01,1,12
daroberta,magnitude_TN,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,1,12
daroberta,magnitude_TN,2ec04201-2016-4227-baf7-ba8289058203,1,38
daroberta,magnitude_TN,d1344998-0e7c-409e-aaad-df5be687fc94,1,12
daroberta,magnitude_TN,7a97de89-1433-46f7-bcc2-f80b041cb9a0,2,6
daroberta,magnitude_TN,58f414e5-a122-49f5-819e-512d91069da5,2,49
daroberta,magnitude_TN,85475456-f38e-4c30-895d-ca2c819c6af1,3,15
daroberta,magnitude_TN,2f3e86b6-8443-47bd-9cd3-491c90a59fe9,1,4
daroberta,magnitude_TN,9879bbc0-eab3-482f-bf6b-a4b519393986,2,7
daroberta,magnitude_TN,b7021938-ff8d-42ea-adec-5704c0b65237,3,0
daroberta,magnitude_TN,b764f81f-6d08-4d7c-b1a8-8961bed0a455,2,6
daroberta,magnitude_TN,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,3,0
daroberta,magnitude_TN,8385a996-1afc-4778-a06d-7070a8f19e27,2,17
daroberta,magnitude_TN,1ed4f378-b9d4-43b8-8d50-53d0cc063332,3,16
daroberta,magnitude_TN,df6a55fb-dfe5-4362-89a6-8c040d648a70,3,9
daroberta,magnitude_TN,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,3,39
daroberta,magnitude_TN,576116e5-2b18-4d35-be73-36f5863c9468,1,11
daroberta,magnitude_TN,0d10341a-9dba-4374-a524-814c300d1611,1,34
daroberta,magnitude_TN,8dac6c12-b5ca-468c-a249-7e0ab42f6b52,2,21
daroberta,magnitude_TN,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,2,10
daroberta,magnitude_TN,eadabee7-3db9-43c4-a485-3e8b1882cd3c,2,23
daroberta,magnitude_TN,df6a55fb-dfe5-4362-89a6-8c040d648a70,3,0
daroberta,magnitude_TN,68748e7f-cf6e-4ac7-8504-454c0876880d,1,25
daroberta,magnitude_TN,33521e65-12da-4521-b132-7b606243b0e4,1,0
daroberta,magnitude_TN,eb17fa36-89f2-4d0b-8133-7bb4682228e1,1,6
daroberta,magnitude_TN,526cabb7-02a3-4adb-8e90-ec781c40c498,1,9
daroberta,magnitude_TN,d16050b3-979f-4834-90db-b8823691b87e,3,15
daroberta,magnitude_TN,2ec04201-2016-4227-baf7-ba8289058203,1,13
daroberta,magnitude_TN,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,3,19
daroberta,magnitude_TN,65cb14cb-2d27-41e5-a2be-6fd6314f4363,1,9
daroberta,magnitude_TN,1bb79cc1-5d69-4136-a23d-6dbd300cbf25,3,18
daroberta,magnitude_TN,ae243a95-b2c2-410c-9e2b-b083b4b8eb48,1,10
daroberta,magnitude_TN,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,2,8
daroberta,magnitude_TN,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,1,28
daroberta,magnitude_TN,2b9468af-4ab0-4f25-85f4-c3ef93d72006,3,5
daroberta,magnitude_TN,85475456-f38e-4c30-895d-ca2c819c6af1,1,16
daroberta,magnitude_TN,68748e7f-cf6e-4ac7-8504-454c0876880d,3,5
daroberta,magnitude_TN,542cd22c-ea80-4669-995b-6ac6a33823f7,1,2
daroberta,magnitude_TN,526cabb7-02a3-4adb-8e90-ec781c40c498,3,51
daroberta,magnitude_TN,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,1,18
daroberta,magnitude_TN,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,6
daroberta,magnitude_TN,a28a0329-0887-42dc-bd3d-3bb4f8926757,1,17
daroberta,magnitude_TN,e71d149d-0426-43f0-87e8-8c611dad7205,2,10
daroberta,magnitude_TN,86e6e27d-1440-4879-8b13-0dd2d89f7281,3,7
daroberta,magnitude_TN,b5eefefb-2a33-45de-abe1-f855c94165f4,1,46
daroberta,magnitude_TN,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,3,1
daroberta,magnitude_TN,7a97de89-1433-46f7-bcc2-f80b041cb9a0,3,26
daroberta,magnitude_TN,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,14
daroberta,magnitude_TN,1ed4f378-b9d4-43b8-8d50-53d0cc063332,3,1
daroberta,magnitude_TN,eadabee7-3db9-43c4-a485-3e8b1882cd3c,3,9
daroberta,magnitude_TN,8abec8d9-50a2-480e-969a-157f94954f4d,2,7
daroberta,magnitude_TN,4f473faf-f928-4cfd-8bed-00578be9db9a,2,11
daroberta,magnitude_TN,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,7
daroberta,magnitude_TN,d3a1ce0a-fc48-4827-a278-8f0ce8c7a519,3,0
daroberta,magnitude_TN,d3a1ce0a-fc48-4827-a278-8f0ce8c7a519,3,23
daroberta,magnitude_TN,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,3,2
daroberta,magnitude_TN,b5eefefb-2a33-45de-abe1-f855c94165f4,1,33
daroberta,magnitude_TN,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,6
daroberta,magnitude_TN,22b6e900-4826-4b09-a9f8-5d7afe46e78b,3,5
daroberta,magnitude_TN,8abec8d9-50a2-480e-969a-157f94954f4d,2,15
daroberta,magnitude_TN,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,2,3
daroberta,magnitude_TN,0d10341a-9dba-4374-a524-814c300d1611,2,23
daroberta,magnitude_TN,13792511-5142-449f-8d3e-d77d790f65ec,2,33
daroberta,magnitude_TN,58f414e5-a122-49f5-819e-512d91069da5,3,36
daroberta,magnitude_TN,97b1305c-13ca-4b74-a56a-f459bd79dfaf,2,9
daroberta,magnitude_TN,a28a0329-0887-42dc-bd3d-3bb4f8926757,1,1
daroberta,magnitude_TN,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,18
daroberta,magnitude_TN,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,1,16
daroberta,magnitude_TN,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,3,18
daroberta,magnitude_TN,9879bbc0-eab3-482f-bf6b-a4b519393986,2,8
daroberta,magnitude_TN,13792511-5142-449f-8d3e-d77d790f65ec,2,17
daroberta,magnitude_TN,df6a55fb-dfe5-4362-89a6-8c040d648a70,2,5
daroberta,magnitude_TN,1bb79cc1-5d69-4136-a23d-6dbd300cbf25,2,3
daroberta,magnitude_TN,85475456-f38e-4c30-895d-ca2c819c6af1,1,25
daroberta,magnitude_TN,df6a55fb-dfe5-4362-89a6-8c040d648a70,2,2
daroberta,magnitude_TN,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,3,13
daroberta,magnitude_TN,13792511-5142-449f-8d3e-d77d790f65ec,2,27
daroberta,magnitude_TN,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,2,24
daroberta,magnitude_TN,3db93526-a344-4ea4-8772-3734d0cfdfb1,3,3
daroberta,magnitude_TN,aab91277-8d56-4844-a581-45630f873f49,2,29
daroberta,magnitude_TN,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,1,0
daroberta,magnitude_TN,70c744ad-e950-445c-8a7a-0782b0a7d20b,2,29
daroberta,magnitude_TN,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,2,20
daroberta,magnitude_TN,08bb9bee-c167-4c17-9c6d-4a1259231eb7,1,1
daroberta,magnitude_TN,76810849-0335-4ad3-9eaf-f0d9c5baceb6,1,9
daroberta,magnitude_TN,f506aafc-8b43-427a-936e-bbd1ef33e076,2,14
daroberta,magnitude_TN,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,2,23
daroberta,magnitude_TN,d3a1ce0a-fc48-4827-a278-8f0ce8c7a519,3,37
daroberta,magnitude_TN,2ec04201-2016-4227-baf7-ba8289058203,2,22
daroberta,magnitude_TN,526cabb7-02a3-4adb-8e90-ec781c40c498,3,5
daroberta,magnitude_TN,1b96a5db-8974-46d3-82d7-5dfef02f650e,2,10
daroberta,magnitude_TN,c99adbdd-eaf3-4844-9548-2642e80de4e2,3,15
daroberta,magnitude_TN,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,23
daroberta,magnitude_TN,96b7046f-f584-422f-a626-6f86a26dfd8b,3,19
daroberta,magnitude_TN,f11c2566-848a-4e29-b8c5-4de0a81114e4,2,11
daroberta,magnitude_TN,11c9f251-35c8-4452-b052-df9be61464c6,2,5
daroberta,magnitude_TN,a4f1d515-d7d9-4319-b2e0-4d56e9d45554,3,6
biasdetector,bias_type_lex,97b1305c-13ca-4b74-a56a-f459bd79dfaf,3,24
biasdetector,bias_type_lex,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,16
biasdetector,bias_type_lex,ad409798-ee94-4436-92c5-92669193be14,1,19
biasdetector,bias_type_lex,97566c74-e000-49fb-b091-e6ec6e179de0,3,4
biasdetector,bias_type_lex,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,1,7
biasdetector,bias_type_lex,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,23
biasdetector,bias_type_lex,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,9
biasdetector,bias_type_lex,7a97de89-1433-46f7-bcc2-f80b041cb9a0,3,20
biasdetector,bias_type_lex,76810849-0335-4ad3-9eaf-f0d9c5baceb6,1,1
biasdetector,bias_type_lex,b5eefefb-2a33-45de-abe1-f855c94165f4,3,3
biasdetector,bias_type_lex,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,14
biasdetector,bias_type_lex,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,6
biasdetector,bias_type_lex,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,7
biasdetector,bias_type_lex,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,12
biasdetector,bias_type_lex,0d10341a-9dba-4374-a524-814c300d1611,3,21
biasdetector,bias_type_lex,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,1
biasdetector,bias_type_lex,d4a4bc34-e48b-4485-86b2-f1daf4d464dd,2,10
biasdetector,bias_type_lex,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,1
biasdetector,bias_type_lex,76810849-0335-4ad3-9eaf-f0d9c5baceb6,3,0
biasdetector,bias_type_lex,96b7046f-f584-422f-a626-6f86a26dfd8b,1,10
biasdetector,bias_type_lex,84678e18-0b79-4570-9c9f-cb1cf88d968e,1,1
biasdetector,bias_type_lex,65cb14cb-2d27-41e5-a2be-6fd6314f4363,1,7
biasdetector,bias_type_lex,c99adbdd-eaf3-4844-9548-2642e80de4e2,3,17
biasdetector,bias_type_lex,b5eefefb-2a33-45de-abe1-f855c94165f4,3,5
biasdetector,bias_type_lex,b5eefefb-2a33-45de-abe1-f855c94165f4,1,0
biasdetector,bias_type_lex,2ec04201-2016-4227-baf7-ba8289058203,2,23
biasdetector,bias_type_lex,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,2,0
biasdetector,bias_type_lex,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,6
biasdetector,bias_type_lex,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,29
biasdetector,bias_type_lex,1bb79cc1-5d69-4136-a23d-6dbd300cbf25,3,0
