model,triplet_uuid,outlet_idx,sentence_idx,category,biased,has_lex,has_inf,has_both_types,quote_status,mean_abs_shap,max_abs_shap,n_tokens,n_word_attribs
biasdetector,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,24,FP,0,0,0,0,none,0.062186302801005934,0.3217849552165717,27,19
biasdetector,b7021938-ff8d-42ea-adec-5704c0b65237,1,15,FP,0,0,0,0,none,0.06471248968657826,0.20154663262655959,26,22
biasdetector,11c9f251-35c8-4452-b052-df9be61464c6,2,0,FP,0,0,0,0,none,0.18752305945381523,0.27416170900687575,8,5
biasdetector,b5eefefb-2a33-45de-abe1-f855c94165f4,2,41,FP,0,0,0,0,none,0.05660181409942033,0.15961246443912386,30,18
biasdetector,70c75d68-bf65-46a6-a822-15c23d77a275,1,45,FP,0,0,0,0,none,0.05215924704796635,0.15158521609846504,25,20
biasdetector,87609973-bd58-42a5-96e2-ee5aa47433f5,1,9,FP,0,0,0,0,none,0.08734485501190647,0.23482115211663768,25,21
biasdetector,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,26,FP,0,0,0,0,none,0.10312451675417833,0.5300240729702637,23,16
biasdetector,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,1,FP,0,0,0,0,none,0.02002125387122827,0.31257191411956836,71,57
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,16,FP,0,0,0,0,none,0.06038976015481286,0.15746466862037778,17,13
biasdetector,8dac6c12-b5ca-468c-a249-7e0ab42f6b52,1,20,FP,0,0,0,0,none,0.08350534624276826,0.21085956995375454,18,13
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,41,FP,0,0,0,0,none,0.06294860810807026,0.4789724580477923,29,19
biasdetector,a28a0329-0887-42dc-bd3d-3bb4f8926757,1,5,FP,0,0,0,0,none,0.011134586018244004,0.16520571699742084,119,89
biasdetector,65cb14cb-2d27-41e5-a2be-6fd6314f4363,2,7,FP,0,0,0,0,none,0.02124077703314598,0.15175908245146275,40,33
biasdetector,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,1,3,TN,0,0,0,0,none,0.03481405891761824,0.10613953345455229,21,16
biasdetector,6b541575-99b1-40d2-8730-9bb868ee38ed,3,38,TN,0,0,0,0,none,0.021646611392498016,0.021646611392498016,4,1
biasdetector,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,3,15,TN,0,0,0,0,none,0.025691515228809848,0.14166896464303136,39,33
biasdetector,c5534b7e-a373-4962-8345-3847bc41a636,1,11,TN,0,0,0,0,none,0.015104731730758996,0.052443380089243874,51,47
biasdetector,df5fe55a-dfcb-4817-8631-830f47c21a72,1,28,TN,0,0,0,0,none,0.08048687624146364,0.2859384772600606,15,7
biasdetector,ad409798-ee94-4436-92c5-92669193be14,2,2,TN,0,0,0,0,none,0.0728068875165277,0.20944620203226805,27,15
biasdetector,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,3,12,TN,0,0,0,0,none,0.0282709060322308,0.09968963864126376,34,27
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,24,TN,0,0,0,0,none,0.026312657532765085,0.18795155527768656,36,27
biasdetector,70c75d68-bf65-46a6-a822-15c23d77a275,2,41,TN,0,0,0,0,none,0.015944847866871153,0.0777910234279592,52,43
biasdetector,005a2961-0c2e-4575-8eec-770ba52a08e0,2,20,TN,0,0,0,0,none,0.03641775610352246,0.11161718354560435,16,12
biasdetector,70c744ad-e950-445c-8a7a-0782b0a7d20b,2,0,TN,0,0,0,0,none,0.015862504289967487,0.08914359507685904,47,40
biasdetector,576116e5-2b18-4d35-be73-36f5863c9468,3,22,TN,0,0,0,0,none,0.037178933700488415,0.1674505100818351,21,16
biasdetector,0ffb34cd-c367-4d90-aca7-7fcac3ed8f3d,1,6,TN,0,0,0,0,none,0.05056089241212855,0.08679923322051764,19,15
biasdetector,ad409798-ee94-4436-92c5-92669193be14,2,6,TN,0,0,0,0,none,0.034715434993054774,0.18401529779657722,48,32
biasdetector,2153fb3e-6b09-410c-bfea-d095c49a54ba,1,0,TN,0,0,0,0,none,0.02078282550383735,0.08553341450169683,45,38
biasdetector,eadabee7-3db9-43c4-a485-3e8b1882cd3c,3,6,TN,0,0,0,0,none,0.03472355809935834,0.0669488645507954,18,12
biasdetector,542cd22c-ea80-4669-995b-6ac6a33823f7,1,21,TN,0,0,0,0,none,0.046300742490631014,0.13886776438448578,16,9
biasdetector,d1344998-0e7c-409e-aaad-df5be687fc94,1,6,TN,0,0,0,0,none,0.024752588905422823,0.10337426539626904,32,27
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,25,TN,0,0,0,0,none,0.02851678475091114,0.11377414998908837,29,22
biasdetector,f506aafc-8b43-427a-936e-bbd1ef33e076,1,13,TN,0,0,0,0,none,0.039468603363881506,0.11377867978687087,31,18
biasdetector,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,1,0,TN,0,0,0,0,none,0.017860665572345728,0.07111952056487401,52,37
biasdetector,2742e9c1-2943-496f-8b23-faf5332e1612,1,14,TN,0,0,0,0,none,0.030622393315217256,0.0816564885317348,30,20
biasdetector,eadabee7-3db9-43c4-a485-3e8b1882cd3c,3,1,TN,0,0,0,0,none,0.016687795746168823,0.07350106870483918,51,40
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,3,TN,0,0,0,0,none,0.027898097745411278,0.0778044507605955,37,32
biasdetector,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,6,TN,0,0,0,0,none,0.03523802628265636,0.1359741548076272,27,19
biasdetector,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,3,26,TN,0,0,0,0,none,0.028438115037233307,0.10581655028120925,43,31
biasdetector,45bd61bc-c356-4450-9e3a-cbfc862b09fd,2,14,TN,0,0,0,0,none,0.03210172044591194,0.067416840873193,23,19
biasdetector,76810849-0335-4ad3-9eaf-f0d9c5baceb6,1,8,TN,0,0,0,0,none,0.03591375180459138,0.08093133373768069,30,21
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,1,34,TN,0,0,0,0,none,0.03052123738125374,0.09015349036781117,39,32
biasdetector,13792511-5142-449f-8d3e-d77d790f65ec,3,20,TN,0,0,0,0,none,0.019972902806773656,0.06708625302417204,42,36
biasdetector,1e41e98b-9ac1-441d-b2c2-19d8f730c74a,2,13,TN,0,0,0,0,none,0.06968989477276669,0.18708805146161467,21,14
biasdetector,76810849-0335-4ad3-9eaf-f0d9c5baceb6,2,32,TN,0,0,0,0,none,0.034918968473823794,0.11635701404884458,18,13
biasdetector,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,2,12,TN,0,0,0,0,none,0.05743081558612175,0.1491191922686994,19,10
biasdetector,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,2,TN,0,0,0,0,none,0.02626154632935862,0.21697866288013756,47,42
biasdetector,74708dbf-5dfc-4c66-8419-d7dbc00e4a06,3,4,TN,0,0,0,0,none,0.036832964565191,0.08259177388390526,30,27
biasdetector,450755dd-30d3-478b-933e-917be5c384ba,3,9,TN,0,0,0,0,none,0.04077254870778644,0.1172308074310422,22,17
biasdetector,2a3fde8a-082a-4d8f-9567-f7e8366c0200,2,39,TN,0,0,0,0,none,0.02588516534382032,0.08515100227668881,28,23
biasdetector,526cabb7-02a3-4adb-8e90-ec781c40c498,3,50,TN,0,0,0,0,none,0.03016981572162468,0.0981754891651993,26,23
biasdetector,526cabb7-02a3-4adb-8e90-ec781c40c498,3,27,TN,0,0,0,0,none,0.05923427648376674,0.18647257145494223,14,10
biasdetector,74708dbf-5dfc-4c66-8419-d7dbc00e4a06,2,7,TN,0,0,0,0,none,0.013527842797918346,0.03268722340452497,61,48
biasdetector,be026bd1-52b1-4789-bfd3-3632af17b054,3,28,TN,0,0,0,0,none,0.0695497109514286,0.1885634870850481,25,12
biasdetector,8385a996-1afc-4778-a06d-7070a8f19e27,2,9,TN,0,0,0,0,none,0.06728595124150161,0.143449375173077,16,8
biasdetector,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,1,7,TN,0,0,0,0,none,0.034284168851004465,0.17014490556903183,32,22
biasdetector,e71d149d-0426-43f0-87e8-8c611dad7205,1,0,TN,0,0,0,0,none,0.01816976226591229,0.06684346799738705,47,41
biasdetector,c99adbdd-eaf3-4844-9548-2642e80de4e2,1,12,TN,0,0,0,0,none,0.05332068137495833,0.3441382188660403,25,17
biasdetector,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,2,1,TN,0,0,0,0,none,0.07719279362194642,0.2722328952513635,23,17
biasdetector,68748e7f-cf6e-4ac7-8504-454c0876880d,3,5,TN,0,0,0,0,none,0.03200415022095994,0.21719993010046892,25,17
biasdetector,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,3,13,TN,0,0,0,0,none,0.04834080650471151,0.1675780680961907,23,14
biasdetector,542cd22c-ea80-4669-995b-6ac6a33823f7,2,2,TN,0,0,0,0,none,0.02489055115010535,0.0812507790105883,38,34
biasdetector,eb17fa36-89f2-4d0b-8133-7bb4682228e1,3,9,TN,0,0,0,0,none,0.02790100310792564,0.148471039586002,47,36
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,3,15,TN,0,0,0,0,none,0.03538968270578609,0.08659168986681227,29,24
biasdetector,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,2,7,TN,0,0,0,0,none,0.03118085786879349,0.09290757885901257,17,13
biasdetector,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,27,TN,0,0,0,0,none,0.024140992528840523,0.1025604178236487,35,27
biasdetector,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,2,2,TN,0,0,0,0,none,0.021031661681755555,0.09725460365880281,41,34
biasdetector,d16050b3-979f-4834-90db-b8823691b87e,2,20,TN,0,0,0,0,none,0.02213215280581998,0.09272621452691965,37,28
biasdetector,c5534b7e-a373-4962-8345-3847bc41a636,2,16,TN,0,0,0,0,none,0.02876092888802068,0.08540234346097957,33,23
biasdetector,c6a0e65c-4f8b-41de-8200-cd700f683c64,3,12,TN,0,0,0,0,none,0.045515600488891195,0.12652600977823816,34,16
biasdetector,f506aafc-8b43-427a-936e-bbd1ef33e076,1,0,TN,0,0,0,0,none,0.015731410978322768,0.055815275603284434,57,41
biasdetector,8385a996-1afc-4778-a06d-7070a8f19e27,2,17,TN,0,0,0,0,none,0.015610731360244158,0.14465656777611002,60,49
biasdetector,2ec04201-2016-4227-baf7-ba8289058203,1,20,TN,0,0,0,0,none,0.03094944513286464,0.10973222230677493,19,15
biasdetector,e71d149d-0426-43f0-87e8-8c611dad7205,3,10,TN,0,0,0,0,none,0.0150656512084663,0.05233791890731525,56,43
biasdetector,2a3fde8a-082a-4d8f-9567-f7e8366c0200,2,36,TN,0,0,0,0,none,0.0719759950714764,0.2205901846823331,35,16
biasdetector,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,1,37,TN,0,0,0,0,none,0.025840986216280726,0.17804107093252242,38,32
biasdetector,8385a996-1afc-4778-a06d-7070a8f19e27,1,24,TN,0,0,0,0,none,0.04195690776955766,0.09785493719391525,18,13
biasdetector,2f3e86b6-8443-47bd-9cd3-491c90a59fe9,2,8,TN,0,0,0,0,none,0.021576802360855917,0.13731905387248844,42,37
biasdetector,f506aafc-8b43-427a-936e-bbd1ef33e076,2,17,TN,0,0,0,0,none,0.041494424563522134,0.16038395196665078,28,15
biasdetector,0c78e748-efbf-417c-a8c1-beeb6480147f,1,8,TN,0,0,0,0,none,0.07497152234215966,0.1863183630630374,17,11
biasdetector,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,22,TN,0,0,0,0,none,0.017900753057860756,0.05653009014204145,64,45
biasdetector,af4a3f41-eeb5-49fa-a276-e97c230b25f0,3,21,TN,0,0,0,0,none,0.033147868149292964,0.06575940718175843,18,15
biasdetector,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,3,13,TN,0,0,0,0,none,0.03224456619654754,0.10519548758747987,25,22
biasdetector,9879bbc0-eab3-482f-bf6b-a4b519393986,3,13,TN,0,0,0,0,none,0.05331773825322703,0.1470054209639784,26,19
biasdetector,29ffd053-7684-469b-a600-97000579bd01,3,5,TN,0,0,0,0,none,0.03472108032422241,0.31892889453835477,42,37
biasdetector,29ffd053-7684-469b-a600-97000579bd01,1,10,TN,0,0,0,0,none,0.03691070735923206,0.18707542767515406,38,26
biasdetector,70c744ad-e950-445c-8a7a-0782b0a7d20b,1,2,TN,0,0,0,0,none,0.023802165058231187,0.06460125197190791,38,29
biasdetector,7a97de89-1433-46f7-bcc2-f80b041cb9a0,3,19,TN,0,0,0,0,none,0.04638774202321656,0.0874386077048257,19,10
biasdetector,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,2,8,TN,0,0,0,0,none,0.02037143583229186,0.13937206697301008,55,41
biasdetector,d4a4bc34-e48b-4485-86b2-f1daf4d464dd,3,21,TN,0,0,0,0,none,0.08463510489673354,0.22080011304933578,14,8
biasdetector,d3a1ce0a-fc48-4827-a278-8f0ce8c7a519,2,33,TN,0,0,0,0,none,0.028002775251829568,0.08874753618147224,16,13
biasdetector,84678e18-0b79-4570-9c9f-cb1cf88d968e,3,14,TN,0,0,0,0,none,0.018451107664670993,0.0679639857262373,51,38
biasdetector,550b80db-bdd5-442b-8f70-c8e9f3203a13,2,12,TN,0,0,0,0,none,0.04963052444285355,0.12003503457526676,19,13
biasdetector,1b96a5db-8974-46d3-82d7-5dfef02f650e,3,14,TN,0,0,0,0,none,0.025342327186819526,0.1332021407899447,56,46
biasdetector,3db93526-a344-4ea4-8772-3734d0cfdfb1,1,15,TN,0,0,0,0,none,0.056920084015776716,0.09587259078398347,9,6
biasdetector,a4f1d515-d7d9-4319-b2e0-4d56e9d45554,3,14,TN,0,0,0,0,none,0.024339989377224952,0.07138216448947787,37,29
biasdetector,526cabb7-02a3-4adb-8e90-ec781c40c498,3,18,TN,0,0,0,0,none,0.0712023438536562,0.15907703060656786,11,8
biasdetector,450755dd-30d3-478b-933e-917be5c384ba,3,0,TN,0,0,0,0,none,0.07338163084076608,0.2126930681988597,20,17
biasdetector,ad409798-ee94-4436-92c5-92669193be14,2,9,TN,0,0,0,0,none,0.041364995438467576,0.19600585754960775,26,18
biasdetector,2153fb3e-6b09-410c-bfea-d095c49a54ba,2,0,TN,0,0,0,0,none,0.03139162176519384,0.10168324833891045,43,33
biasdetector,eadabee7-3db9-43c4-a485-3e8b1882cd3c,1,0,TN,0,0,0,0,none,0.015635079448659415,0.05812377644636269,55,44
biasdetector,0c78e748-efbf-417c-a8c1-beeb6480147f,2,24,TN,0,0,0,0,none,0.003954807296395302,0.003954807296395302,3,1
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,3,12,TN,0,0,0,0,none,0.02509772223882222,0.09103771799709648,41,25
biasdetector,c5534b7e-a373-4962-8345-3847bc41a636,3,4,TN,0,0,0,0,none,0.03099475101886415,0.0978045619558543,28,19
biasdetector,72fa9b13-4e59-4716-8df9-4c3580e7dddf,3,8,TN,0,0,0,0,none,0.03433142934045463,0.10261208075098693,26,16
biasdetector,38f7cbb7-5d6a-4c89-bcbd-8e164144172a,2,21,TN,0,0,0,0,none,0.052286587440623686,0.13874225737527013,18,13
biasdetector,2058ec60-5372-4f5f-83a3-da780be3a350,1,29,TN,0,0,0,0,none,0.05320021341497051,0.188933341531083,28,19
biasdetector,79bf99c6-6fca-4ce4-8ae1-8771de026142,1,4,TN,0,0,0,0,none,0.025124506509552398,0.11380274562786022,36,25
biasdetector,84678e18-0b79-4570-9c9f-cb1cf88d968e,1,22,TN,0,0,0,0,none,0.02263158383128908,0.1272649688180536,35,29
biasdetector,c99adbdd-eaf3-4844-9548-2642e80de4e2,1,17,TN,0,0,0,0,none,0.05789658631605561,0.2736026184866205,28,20
biasdetector,7a97de89-1433-46f7-bcc2-f80b041cb9a0,1,7,TN,0,0,0,0,none,0.048220801071500216,0.17883529114866784,28,22
biasdetector,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,1,11,TN,0,0,0,0,none,0.026995752686412914,0.07011224228190258,29,21
biasdetector,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,1,3,TN,0,0,0,0,none,0.014093601742010995,0.06934703084784012,63,47
daroberta,97566c74-e000-49fb-b091-e6ec6e179de0,3,8,TP,1,1,0,0,no_quote,0.0266276347430216,0.1680469778366387,38,30
daroberta,2f3e86b6-8443-47bd-9cd3-491c90a59fe9,2,14,TP,1,0,1,0,all_in_quote,0.04261417330028663,0.12660975009202957,32,23
daroberta,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,11,TP,1,0,1,0,no_quote,0.03407009157884333,0.14379474287852645,33,25
daroberta,b5eefefb-2a33-45de-abe1-f855c94165f4,1,47,TP,1,1,0,0,all_in_quote,0.04022638758077569,0.20723609160631895,33,23
daroberta,eadabee7-3db9-43c4-a485-3e8b1882cd3c,3,10,TP,1,0,1,0,no_quote,0.03889217073670947,0.2188418146688491,37,26
daroberta,ad409798-ee94-4436-92c5-92669193be14,3,0,TP,1,1,0,0,no_quote,0.04880780107267792,0.11272021069501836,32,21
daroberta,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,6,TP,1,0,1,0,all_in_quote,0.039876863571061266,0.18204985233023763,32,21
daroberta,c21cb217-3e2c-49bd-884d-5c74a165ef10,2,15,TP,1,1,0,0,all_in_quote,0.06908913202849883,0.4221778721548617,21,14
daroberta,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,1,14,TP,1,0,1,0,no_quote,0.026167001671575263,0.10899829561822116,44,29
daroberta,70c75d68-bf65-46a6-a822-15c23d77a275,1,27,TP,1,0,1,0,all_in_quote,0.015865967040006528,0.14360476937144995,43,37
daroberta,6b541575-99b1-40d2-8730-9bb868ee38ed,3,21,TP,1,1,0,0,no_quote,0.020218690942662456,0.15030442737042904,51,40
daroberta,ad409798-ee94-4436-92c5-92669193be14,2,17,TP,1,0,1,0,no_quote,0.03257269778275965,0.13319386448711157,30,24
daroberta,c6a0e65c-4f8b-41de-8200-cd700f683c64,3,6,TP,1,0,1,0,all_in_quote,0.030687784585444453,0.1989169112956998,41,27
daroberta,96b7046f-f584-422f-a626-6f86a26dfd8b,3,0,TP,1,1,0,0,no_quote,0.030774693118919644,0.32791567454114556,42,34
daroberta,76810849-0335-4ad3-9eaf-f0d9c5baceb6,3,0,TP,1,1,0,0,no_quote,0.024254039800559575,0.6196629370097071,49,40
daroberta,13792511-5142-449f-8d3e-d77d790f65ec,2,15,TP,1,0,1,0,no_quote,0.03232186513308149,0.10612084918345013,35,26
daroberta,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,6,TP,1,0,1,0,mixed,0.05313561890477266,0.29231285280548036,26,13
daroberta,97b1305c-13ca-4b74-a56a-f459bd79dfaf,2,20,TP,1,0,1,0,no_quote,0.03264847451269075,0.15475106984376907,32,27
daroberta,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,7,TP,1,1,0,0,no_quote,0.03413008980942556,0.12461244501173496,31,26
daroberta,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,1,9,TP,1,0,1,0,all_in_quote,0.06127425005459892,0.3592121321707964,33,14
daroberta,f688c56d-7fae-42ef-b7f7-7db207b58d27,1,18,TP,1,1,0,0,no_quote,0.018756734710946982,0.31958950456464663,59,49
daroberta,eb17fa36-89f2-4d0b-8133-7bb4682228e1,1,12,TP,1,0,1,0,no_quote,0.018290079793740786,0.177489168373757,53,41
daroberta,b5eefefb-2a33-45de-abe1-f855c94165f4,3,14,TP,1,0,1,0,no_quote,0.028716982009687596,0.11635623483452946,45,28
daroberta,472158a1-4e39-4214-8397-904e66f2b4c5,1,0,TP,1,1,1,1,no_quote,0.015729756713838864,0.09233304662629963,59,50
daroberta,01c59743-7082-44fc-8414-3c04126f470f,1,23,TP,1,0,1,0,all_in_quote,0.051787939853966236,0.22288867831230164,21,14
daroberta,d4a4bc34-e48b-4485-86b2-f1daf4d464dd,2,4,TP,1,1,1,1,no_quote,0.018728112527617934,0.2951379503356293,56,43
daroberta,e71d149d-0426-43f0-87e8-8c611dad7205,2,17,TP,1,1,0,0,no_quote,0.09539529268762895,0.2967781121842563,17,7
daroberta,450755dd-30d3-478b-933e-917be5c384ba,3,11,TP,1,0,1,0,all_in_quote,0.15369174140505493,0.5657494463957846,7,4
daroberta,b7021938-ff8d-42ea-adec-5704c0b65237,1,1,TP,1,1,0,0,no_quote,0.023359428416603264,0.19042201893171296,51,39
daroberta,472158a1-4e39-4214-8397-904e66f2b4c5,1,7,TP,1,0,1,0,no_quote,0.04553645189153031,0.17549375351518393,29,20
daroberta,0c78e748-efbf-417c-a8c1-beeb6480147f,2,3,TP,1,0,1,0,all_in_quote,0.04409852964315741,0.09250583383254707,32,21
daroberta,aab91277-8d56-4844-a581-45630f873f49,2,26,TP,1,0,1,0,all_in_quote,0.08698085346259177,0.3885306203737855,16,8
daroberta,70c75d68-bf65-46a6-a822-15c23d77a275,1,12,TP,1,0,1,0,all_in_quote,0.011735689918470347,0.07277855137363076,52,39
daroberta,0c78e748-efbf-417c-a8c1-beeb6480147f,3,3,TP,1,0,1,0,all_in_quote,0.06212515444852985,0.19721655687317252,19,13
daroberta,1bb79cc1-5d69-4136-a23d-6dbd300cbf25,2,27,TP,1,0,1,0,all_in_quote,0.03214210581679184,0.3121445355936885,32,26
daroberta,472158a1-4e39-4214-8397-904e66f2b4c5,3,5,TP,1,0,1,0,all_in_quote,0.03444230761791308,0.18299842532724142,47,32
daroberta,38f7cbb7-5d6a-4c89-bcbd-8e164144172a,1,10,TP,1,1,1,1,all_in_quote,0.024295978836663477,0.24830444413237274,51,36
daroberta,01c59743-7082-44fc-8414-3c04126f470f,2,15,TP,1,0,1,0,all_in_quote,0.06413549943827093,0.2731971306493506,23,15
daroberta,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,27,TP,1,0,1,0,all_in_quote,0.03312982414997574,0.1416445254192998,36,23
daroberta,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,1,27,TP,1,0,1,0,all_in_quote,0.027417434807581707,0.26337870582938194,49,28
daroberta,2153fb3e-6b09-410c-bfea-d095c49a54ba,3,0,TP,1,1,0,0,no_quote,0.019765076078805763,0.19665439816890284,54,44
daroberta,b5eefefb-2a33-45de-abe1-f855c94165f4,2,27,TP,1,0,1,0,all_in_quote,0.02096163732060682,0.22346808263100681,48,37
daroberta,550b80db-bdd5-442b-8f70-c8e9f3203a13,2,2,TP,1,0,1,0,all_in_quote,0.10152680147439241,0.2417122507467866,15,10
daroberta,472158a1-4e39-4214-8397-904e66f2b4c5,3,6,TP,1,0,1,0,all_in_quote,0.055933595343958586,0.13440128089860082,25,16
daroberta,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,3,2,TP,1,1,1,1,mixed,0.04200276617969697,0.2773163691163063,31,24
daroberta,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,29,TP,1,0,1,0,all_in_quote,0.019106332228507904,0.1296259988254557,47,33
daroberta,72fa9b13-4e59-4716-8df9-4c3580e7dddf,3,11,TP,1,0,1,0,no_quote,0.021984916939065707,0.13339386484585702,57,39
daroberta,86e6e27d-1440-4879-8b13-0dd2d89f7281,2,2,TP,1,0,1,0,all_in_quote,0.022034376124410254,0.12651680153794587,63,38
daroberta,2153fb3e-6b09-410c-bfea-d095c49a54ba,2,10,TP,1,1,0,0,no_quote,0.025422497881144018,0.13463050965219736,35,28
daroberta,b5eefefb-2a33-45de-abe1-f855c94165f4,3,7,TP,1,0,1,0,no_quote,0.017963824747549786,0.147410919641455,46,37
daroberta,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,0,TP,1,0,1,0,no_quote,0.040978156936100935,0.1152066458016634,28,22
daroberta,6b541575-99b1-40d2-8730-9bb868ee38ed,3,24,TP,1,0,1,0,all_in_quote,0.07286038808524609,0.20908041577786207,14,9
daroberta,472158a1-4e39-4214-8397-904e66f2b4c5,2,6,TP,1,0,1,0,all_in_quote,0.02314373239267397,0.09831431694328785,40,33
daroberta,e71d149d-0426-43f0-87e8-8c611dad7205,2,9,TP,1,0,1,0,all_in_quote,0.030484679185420922,0.08388168830424547,31,23
daroberta,9879bbc0-eab3-482f-bf6b-a4b519393986,1,43,TP,1,0,1,0,all_in_quote,0.05939053596161744,0.352542195469141,23,17
daroberta,d16050b3-979f-4834-90db-b8823691b87e,2,2,TP,1,1,0,0,no_quote,0.03639036365385331,0.32072583911940455,37,29
daroberta,65cb14cb-2d27-41e5-a2be-6fd6314f4363,3,7,TP,1,0,1,0,no_quote,0.055043249010887675,0.45401807804591954,28,21
daroberta,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,1,28,TP,1,1,1,1,no_quote,0.020090561060280333,0.0847285192925483,49,41
daroberta,d16050b3-979f-4834-90db-b8823691b87e,3,2,TP,1,0,1,0,no_quote,0.02028604922953427,0.18834907421842217,52,42
daroberta,550b80db-bdd5-442b-8f70-c8e9f3203a13,3,7,TP,1,0,1,0,no_quote,0.0885969909839332,0.4192644872236997,20,15
daroberta,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,48,TP,1,0,1,0,all_in_quote,0.06603704394203508,0.19890160951763391,22,12
daroberta,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,43,TP,1,1,0,0,no_quote,0.039876908343285326,0.12300706608220935,30,20
daroberta,2058ec60-5372-4f5f-83a3-da780be3a350,3,9,TP,1,0,1,0,all_in_quote,0.0503564840182662,0.14969757106155157,24,20
daroberta,005a2961-0c2e-4575-8eec-770ba52a08e0,1,0,TP,1,1,0,0,no_quote,0.04379467938459762,0.41244823107263073,29,23
daroberta,8385a996-1afc-4778-a06d-7070a8f19e27,3,3,TP,1,0,1,0,all_in_quote,0.053048117699003534,0.22123388684121892,25,19
daroberta,2ec04201-2016-4227-baf7-ba8289058203,3,0,TP,1,0,1,0,no_quote,0.017765514537495804,0.07822945294901729,68,47
daroberta,0d10341a-9dba-4374-a524-814c300d1611,3,18,TP,1,1,1,1,no_quote,0.016418584863955185,0.09749636457612117,76,59
daroberta,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,46,TP,1,0,1,0,no_quote,0.01992588175667657,0.230786302825436,54,45
daroberta,b5eefefb-2a33-45de-abe1-f855c94165f4,3,9,TP,1,0,1,0,no_quote,0.021621740217580714,0.16070539907862744,48,37
daroberta,ad409798-ee94-4436-92c5-92669193be14,2,7,TP,1,0,1,0,no_quote,0.03506987344195568,0.20942885568365455,33,26
daroberta,70c75d68-bf65-46a6-a822-15c23d77a275,1,24,TP,1,0,1,0,all_in_quote,0.02993607817207003,0.34121805033646524,35,29
daroberta,ad409798-ee94-4436-92c5-92669193be14,3,1,TP,1,1,0,0,no_quote,0.1003545003477484,0.3103525098413229,12,8
daroberta,df5fe55a-dfcb-4817-8631-830f47c21a72,3,1,TP,1,1,0,0,no_quote,0.03272204758519287,0.18800316471606493,36,31
daroberta,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,2,14,TP,1,0,1,0,all_in_quote,0.026205342545202282,0.10689564235508442,29,22
daroberta,c99adbdd-eaf3-4844-9548-2642e80de4e2,3,17,TP,1,1,0,0,no_quote,0.02350302638074794,0.24839583411812782,43,33
daroberta,6b541575-99b1-40d2-8730-9bb868ee38ed,3,22,TP,1,1,0,0,all_in_quote,0.13197861671713845,0.5349790784530342,15,7
daroberta,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,9,TP,1,0,1,0,no_quote,0.018932174608948173,0.23131137108430266,60,38
daroberta,f688c56d-7fae-42ef-b7f7-7db207b58d27,1,5,TP,1,0,1,0,all_in_quote,0.04053457028401846,0.15942158573307097,28,22
